level_0,index,year,state,state_po,office,candidate,party,candidatevotes,totalvotes,democratvotes,republicanvotes,last_name,first_name,suffix,nickname,bioguide_id
650,650,2002,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,169685,227725,39357.0,169685.0,YOUNG,DONALD,,,Y000033
651,651,2002,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,178171,198346,153735.0,178171.0,BACHUS,SPENCER,III,,B000013
652,652,2002,ARKANSAS,AR,US HOUSE,"SNYDER, Victor F.",DEMOCRAT,142752,153626,142752.0,141478.0,SNYDER,VICTOR,,,S000672
653,653,2002,ARIZONA,AZ,US HOUSE,"KOLBE, James Thomas",REPUBLICAN,126930,200428,79730.0,126930.0,KOLBE,JAMES,,,K000306
654,654,2002,CALIFORNIA,CA,US HOUSE,"DOOLITTLE, John Taylor",REPUBLICAN,147997,228506,139750.0,147997.0,DOOLITTLE,JOHN,,,D000429
655,655,2002,COLORADO,CO,US HOUSE,"TANCREDO, Thomas G.",REPUBLICAN,158851,237501,123504.0,158851.0,TANCREDO,THOMAS,,,T000458
656,656,2002,CONNECTICUT,CT,US HOUSE,"LARSON, John B.",DEMOCRAT,134698,201688,134698.0,117434.0,LARSON,JOHN,,,L000557
657,657,2002,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,164605,228405,61011.0,164605.0,CASTLE,MICHAEL,,,C000243
658,658,2002,FLORIDA,FL,US HOUSE,"FOLEY, Mark A.",REPUBLICAN,176171,223340,156747.0,176171.0,FOLEY,MARK,,,F000238
659,659,2002,GEORGIA,GA,US HOUSE,"ISAKSON, Johnny",REPUBLICAN,163525,204729,118045.0,163525.0,ISAKSON,JOHNNY,,,I000055
660,660,2002,HAWAII,HI,US HOUSE,"ABERCROMBIE, Neil",DEMOCRAT,131673,180733,131673.0,71661.0,ABERCROMBIE,NEIL,,,A000014
661,661,2002,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,115430,210774,115367.0,115430.0,LATHAM,THOMAS,,,L000111
662,662,2002,IDAHO,ID,US HOUSE,"SIMPSON, Michael K.",REPUBLICAN,135605,198882,80269.0,135605.0,SIMPSON,MICHAEL,,,S001148
663,663,2002,ILLINOIS,IL,US HOUSE,"LaHOOD, Ray H.",REPUBLICAN,192567,192567,156042.0,192567.0,LAHOOD,RAY,,,L000552
664,664,2002,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,129442,179855,96654.0,129442.0,BURTON,DANNY,,,B001149
665,665,2002,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,189976,208561,110095.0,189976.0,MORAN,JERRY,,,M000934
666,666,2002,KENTUCKY,KY,US HOUSE,"ROGERS, Harold Dallas (Hal)",REPUBLICAN,137986,176240,110846.0,137986.0,ROGERS,HAROLD,,HAL,R000395
667,667,2002,LOUISIANA,LA,US HOUSE,"VITTER, David",REPUBLICAN,147117,180570,138659.0,147117.0,VITTER,DAVID,,,V000127
668,668,2002,MASSACHUSETTS,MA,US HOUSE,"DELAHUNT, Bill",DEMOCRAT,179238,272027,179238.0,79624.0,DELAHUNT,BILL,,,D000210
669,669,2002,MARYLAND,MD,US HOUSE,"GILCHREST, Wayne Thomas",REPUBLICAN,192004,249990,145589.0,192004.0,GILCHREST,WAYNE,,,G000180
670,670,2002,MAINE,ME,US HOUSE,"ALLEN, Thomas H.",DEMOCRAT,172646,270577,172646.0,107849.0,ALLEN,THOMAS,,,A000357
671,671,2002,MICHIGAN,MI,US HOUSE,"KILDEE, Dale Edward",DEMOCRAT,158709,173339,158709.0,156937.0,KILDEE,DALE,,,K000172
672,672,2002,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,213334,296218,,213334.0,RAMSTAD,JAMES,,JIM,R000033
673,673,2002,MISSOURI,MO,US HOUSE,"AKIN, W. Todd",REPUBLICAN,167057,248828,142204.0,167057.0,AKIN,W.,,,A000358
674,674,2002,MISSISSIPPI,MS,US HOUSE,"PICKERING, Charles W. (Chip), Jr.",REPUBLICAN,139329,219151,121742.0,139329.0,PICKERING,CHARLES,JR,"CHIP,",P000323
675,675,2002,MONTANA,MT,US HOUSE,"REHBERG, Denny",REPUBLICAN,214100,331321,108233.0,214100.0,REHBERG,DENNY,,,R000571
676,676,2002,NORTH CAROLINA,NC,US HOUSE,"COBLE, Howard",REPUBLICAN,151430,167497,132185.0,151430.0,COBLE,HOWARD,,,C000556
677,677,2002,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,121073,231030,121073.0,109957.0,POMEROY,EARL,III,,P000422
678,678,2002,NEBRASKA,NE,US HOUSE,"OSBORNE, Thomas",REPUBLICAN,163939,175956,46843.0,163939.0,OSBORNE,THOMAS,,,O000165
679,679,2002,NEW HAMPSHIRE,NH,US HOUSE,"BRADLEY, Jeb",REPUBLICAN,128993,221987,90479.0,128993.0,BRADLEY,JEB,,,B001246
680,680,2002,NEW JERSEY,NJ,US HOUSE,"FRELINGHUYSEN, Rodney P.",REPUBLICAN,132938,183678,121846.0,132938.0,FRELINGHUYSEN,RODNEY,,,F000372
681,681,2002,NEW MEXICO,NM,US HOUSE,"UDALL, Thomas (Tom)",DEMOCRAT,122921,122921,122921.0,95711.0,UDALL,THOMAS,,TOM,U000039
682,682,2002,NEVADA,NV,US HOUSE,"GIBBONS, James A.",REPUBLICAN,149574,201343,66659.0,149574.0,GIBBONS,JAMES,,,G000152
683,683,2002,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,128584,236967,128584.0,125335.0,MCNULTY,MICHAEL,,,M000590
684,684,2002,OHIO,OH,US HOUSE,"PORTMAN, Robert Jones (Rob)",REPUBLICAN,139218,188016,132236.0,139218.0,PORTMAN,ROBERT,,ROB,P000449
685,685,2002,OKLAHOMA,OK,US HOUSE,"LUCAS, Frank D.",REPUBLICAN,148206,196090,146748.0,148206.0,LUCAS,FRANK,,,L000491
686,686,2002,OREGON,OR,US HOUSE,"WALDEN, Greg",REPUBLICAN,181295,252284,168150.0,181295.0,WALDEN,GREG,,,W000791
687,687,2002,PENNSYLVANIA,PA,US HOUSE,"SHERWOOD, Don",REPUBLICAN,152017,164159,150623.0,152017.0,SHERWOOD,DON,,,S001146
688,688,2002,RHODE ISLAND,RI,US HOUSE,"LANGEVIN, James",DEMOCRAT,129390,169610,129390.0,59370.0,LANGEVIN,JAMES,,,L000559
689,689,2002,SOUTH CAROLINA,SC,US HOUSE,"WILSON, Addison Graves (Joe)",REPUBLICAN,144149,171359,121912.0,144149.0,WILSON,ADDISON,,,W000795
690,690,2002,SOUTH DAKOTA,SD,US HOUSE,"JANKLOW, William J.",REPUBLICAN,180023,336691,153551.0,180023.0,JANKLOW,WILLIAM,,,J000286
691,691,2002,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,146887,185981,120904.0,146887.0,DUNCAN,JOHN,JR,,D000533
692,692,2002,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,161836,222093,114428.0,161836.0,SMITH,LAMAR,,,S000583
693,693,2002,UTAH,UT,US HOUSE,"MATHESON, James David (Jim)",DEMOCRAT,110764,224098,110764.0,109265.0,MATHESON,JAMES,,JIM,M001142
694,694,2002,VIRGINIA,VA,US HOUSE,"DAVIS, Thomas M., III",REPUBLICAN,135379,163298,102759.0,135379.0,DAVIS,THOMAS,III,,D000136
695,695,2002,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,144880,225255,,72813.0,SANDERS,BERNARD,,,S000033
696,696,2002,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,156300,211003,156300.0,126757.0,MCDERMOTT,JAMES,,,M000404
697,697,2002,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,191224,222012,163313.0,191224.0,SENSENBRENNER,FRANK,JR,,S000244
698,698,2002,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,110941,111261,110941.0,98276.0,MOLLOHAN,ALAN,,,M000844
699,699,2002,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,110229,182152,65961.0,110229.0,CUBIN,BARBARA,,,C000962
700,700,2004,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,213216,299996,67074.0,213216.0,YOUNG,DONALD,,,Y000033
701,701,2004,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,264819,268043,200999.0,264819.0,BACHUS,SPENCER,III,,B000013
702,702,2004,ARKANSAS,AR,US HOUSE,"BERRY, Robert Marion",DEMOCRAT,162388,243944,162388.0,160629.0,BERRY,ROBERT,,,B000420
703,703,2004,ARIZONA,AZ,US HOUSE,"FLAKE, Jeff",REPUBLICAN,202882,255577,109963.0,202882.0,FLAKE,JEFF,,,F000444
704,704,2004,CALIFORNIA,CA,US HOUSE,"WOOLSEY, Lynn C.",DEMOCRAT,226423,311667,226423.0,221926.0,WOOLSEY,LYNN,,,W000738
705,705,2004,COLORADO,CO,US HOUSE,"TANCREDO, Thomas G.",REPUBLICAN,212778,357741,207900.0,212778.0,TANCREDO,THOMAS,,,T000458
706,706,2004,CONNECTICUT,CT,US HOUSE,"DeLAURO, Rosa L.",DEMOCRAT,200638,276980,200638.0,168268.0,DELAURO,ROSA,,,D000216
707,707,2004,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,245978,356045,105716.0,245978.0,CASTLE,MICHAEL,,,C000243
708,708,2004,FLORIDA,FL,US HOUSE,"BILIRAKIS, Michael",REPUBLICAN,284035,284278,201577.0,284035.0,BILIRAKIS,MICHAEL,,,B000463
709,709,2004,GEORGIA,GA,US HOUSE,"PRICE, Tom",REPUBLICAN,267542,267619,201773.0,267542.0,PRICE,TOM,,,P000591
710,710,2004,HAWAII,HI,US HOUSE,"CASE, Ed",DEMOCRAT,133317,212389,133317.0,79072.0,CASE,ED,,,C001055
711,711,2004,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,181294,297566,168007.0,181294.0,LATHAM,THOMAS,,,L000111
712,712,2004,IDAHO,ID,US HOUSE,"OTTER, C. L. (Butch)",REPUBLICAN,207662,298589,90927.0,207662.0,OTTER,C.,,BUTCH,O000166
713,713,2004,ILLINOIS,IL,US HOUSE,"DAVIS, Danny K.",DEMOCRAT,221133,256736,221133.0,216047.0,DAVIS,DANNY,,,D000096
714,714,2004,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,228718,318363,178406.0,228718.0,BURTON,DANNY,,,B001149
715,715,2004,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,239776,264293,184050.0,239776.0,MORAN,JERRY,,,M000934
716,716,2004,KENTUCKY,KY,US HOUSE,"NORTHUP, Anne Meagher",REPUBLICAN,197736,328154,175355.0,197736.0,NORTHUP,ANNE,,,N000143
717,717,2004,LOUISIANA,LA,US HOUSE,"JINDAL, Bobby",REPUBLICAN,225708,287897,173510.0,225708.0,JINDAL,BOBBY,,,J000287
718,718,2004,MASSACHUSETTS,MA,US HOUSE,"OLVER, John Walter",DEMOCRAT,229465,295208,229465.0,114879.0,OLVER,JOHN,,,O000085
719,719,2004,MARYLAND,MD,US HOUSE,"GILCHREST, Wayne Thomas",REPUBLICAN,245149,323021,215129.0,245149.0,GILCHREST,WAYNE,,,G000180
720,720,2004,MAINE,ME,US HOUSE,"ALLEN, Thomas H.",DEMOCRAT,219077,366740,219077.0,147663.0,ALLEN,THOMAS,,,A000357
721,721,2004,MICHIGAN,MI,US HOUSE,"MILLER, Candice S.",REPUBLICAN,227720,331868,218409.0,227720.0,MILLER,CANDICE,,,M001150
722,722,2004,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,231871,358892,,231871.0,RAMSTAD,JAMES,,JIM,R000033
723,723,2004,MISSOURI,MO,US HOUSE,"AKIN, W. Todd",REPUBLICAN,228725,349867,213658.0,228725.0,AKIN,W.,,,A000358
724,724,2004,MISSISSIPPI,MS,US HOUSE,"PICKERING, Charles W. (Chip), Jr.",REPUBLICAN,234874,293368,179979.0,234874.0,PICKERING,CHARLES,JR,"CHIP,",P000323
725,725,2004,MONTANA,MT,US HOUSE,"REHBERG, Denny",REPUBLICAN,286076,444230,145606.0,286076.0,REHBERG,DENNY,,,R000571
726,726,2004,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,217441,339234,217441.0,210783.0,PRICE,DAVID,,,P000523
727,727,2004,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,185130,310814,185130.0,125684.0,POMEROY,EARL,III,,P000422
728,728,2004,NEBRASKA,NE,US HOUSE,"OSBORNE, Thomas",REPUBLICAN,218751,250136,113971.0,218751.0,OSBORNE,THOMAS,,,O000165
729,729,2004,NEW HAMPSHIRE,NH,US HOUSE,"BRADLEY, Jeb",REPUBLICAN,204836,323372,125280.0,204836.0,BRADLEY,JEB,,,B001246
730,730,2004,NEW JERSEY,NJ,US HOUSE,"ANDREWS, Robert Ernest",DEMOCRAT,201163,268203,201163.0,200915.0,ANDREWS,ROBERT,,,A000210
731,731,2004,NEW MEXICO,NM,US HOUSE,"UDALL, Thomas (Tom)",DEMOCRAT,175269,255204,175269.0,147372.0,UDALL,THOMAS,,TOM,U000039
732,732,2004,NEVADA,NV,US HOUSE,"GIBBONS, James A.",REPUBLICAN,195466,291079,133569.0,195466.0,GIBBONS,JAMES,,,G000152
733,733,2004,NEW YORK,NY,US HOUSE,"MALONEY, Carolyn Bosher",DEMOCRAT,175886,274043,175886.0,163343.0,MALONEY,CAROLYN,,,M000087
734,734,2004,OHIO,OH,US HOUSE,"PORTMAN, Robert Jones (Rob)",REPUBLICAN,227102,316760,223842.0,227102.0,PORTMAN,ROBERT,,ROB,P000449
735,735,2004,OKLAHOMA,OK,US HOUSE,"LUCAS, Frank D.",REPUBLICAN,215510,262131,179579.0,215510.0,LUCAS,FRANK,,,L000491
736,736,2004,OREGON,OR,US HOUSE,"WALDEN, Greg",REPUBLICAN,248461,346865,245559.0,248461.0,WALDEN,GREG,,,W000791
737,737,2004,PENNSYLVANIA,PA,US HOUSE,"FATTAH, Chaka",DEMOCRAT,253226,287637,253226.0,224274.0,FATTAH,CHAKA,,,F000043
738,738,2004,RHODE ISLAND,RI,US HOUSE,"LANGEVIN, James",DEMOCRAT,154392,207165,154392.0,69819.0,LANGEVIN,JAMES,,,L000559
739,739,2004,SOUTH CAROLINA,SC,US HOUSE,"BARRETT, James Gresham",REPUBLICAN,191052,191999,161987.0,191052.0,BARRETT,JAMES,,,B001239
740,740,2004,SOUTH DAKOTA,SD,US HOUSE,"HERSETH SANDLIN, Stephanie",DEMOCRAT,207837,389468,207837.0,178823.0,HERSETH SANDLIN,STEPHANIE,,,H001037
741,741,2004,TENNESSEE,TN,US HOUSE,"BLACKBURN, Marsha",REPUBLICAN,232404,232404,190648.0,232404.0,BLACKBURN,MARSHA,,,B001243
742,742,2004,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,209774,341119,144513.0,209774.0,SMITH,LAMAR,,,S000583
743,743,2004,UTAH,UT,US HOUSE,"BISHOP, Robert (Rob)",REPUBLICAN,199615,293961,187250.0,199615.0,BISHOP,ROBERT,,ROB,B001250
744,744,2004,VIRGINIA,VA,US HOUSE,"CANTOR, Eric",REPUBLICAN,230765,305658,171986.0,230765.0,CANTOR,ERIC,,,C001046
745,745,2004,VERMONT,VT,US HOUSE,"SANDERS, Bernard",INDEPENDENT,205774,305008,21684.0,74271.0,SANDERS,BERNARD,,,S000033
746,746,2004,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,272302,337528,272302.0,179600.0,MCDERMOTT,JAMES,,,M000404
747,747,2004,WISCONSIN,WI,US HOUSE,"SENSENBRENNER, Frank James, Jr.",REPUBLICAN,271153,407291,251637.0,271153.0,SENSENBRENNER,FRANK,JR,,S000244
748,748,2004,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,166583,245779,166583.0,147676.0,MOLLOHAN,ALAN,,,M000844
749,749,2004,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,132107,239163,99989.0,132107.0,CUBIN,BARBARA,,,C000962
750,750,2006,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,132743,234645,93879.0,132743.0,YOUNG,DONALD,,,Y000033
751,751,2006,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,163514,166300,143015.0,163514.0,BACHUS,SPENCER,III,,B000013
752,752,2006,ARKANSAS,AR,US HOUSE,"ROSS, Michael Avery",DEMOCRAT,128236,171596,128236.0,125039.0,ROSS,MICHAEL,,,R000573
753,753,2006,ARIZONA,AZ,US HOUSE,"FLAKE, Jeff",REPUBLICAN,152201,203486,137655.0,152201.0,FLAKE,JEFF,,,F000444
754,754,2006,CALIFORNIA,CA,US HOUSE,"WOOLSEY, Lynn C.",DEMOCRAT,173190,246628,173190.0,135818.0,WOOLSEY,LYNN,,,W000738
755,755,2006,COLORADO,CO,US HOUSE,"TANCREDO, Thomas G.",REPUBLICAN,158806,270931,157850.0,158806.0,TANCREDO,THOMAS,,,T000458
756,756,2006,CONNECTICUT,CT,US HOUSE,"LARSON, John B.",DEMOCRAT,154539,207592,154539.0,121165.0,LARSON,JOHN,,,L000557
757,757,2006,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,143897,251694,97565.0,143897.0,CASTLE,MICHAEL,,,C000243
758,758,2006,FLORIDA,FL,US HOUSE,"BROWN-WAITE, Virginia (Ginny)",REPUBLICAN,162421,271380,118940.0,162421.0,BROWN-WAITE,VIRGINIA,,GINNY,B001247
759,759,2006,GEORGIA,GA,US HOUSE,"PRICE, Tom",REPUBLICAN,144958,200252,122380.0,144958.0,PRICE,TOM,,,P000591
760,760,2006,HAWAII,HI,US HOUSE,"ABERCROMBIE, Neil",DEMOCRAT,112904,162794,112904.0,68244.0,ABERCROMBIE,NEIL,,,A000014
761,761,2006,IOWA,IA,US HOUSE,"LATHAM, Thomas",REPUBLICAN,121650,212632,115769.0,121650.0,LATHAM,THOMAS,,,L000111
762,762,2006,IDAHO,ID,US HOUSE,"SIMPSON, Michael K.",REPUBLICAN,132262,213332,103935.0,132262.0,SIMPSON,MICHAEL,,,S001148
763,763,2006,ILLINOIS,IL,US HOUSE,"COSTELLO, Jerry Francis",DEMOCRAT,157284,157291,157284.0,150194.0,COSTELLO,JERRY,,,C000794
764,764,2006,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,133118,204929,131019.0,133118.0,BURTON,DANNY,,,B001149
765,765,2006,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,156728,199378,153105.0,156728.0,MORAN,JERRY,,,M000934
766,766,2006,KENTUCKY,KY,US HOUSE,"CHANDLER, A. B. (Ben)",DEMOCRAT,158765,185780,158765.0,147201.0,CHANDLER,A.,,,C001058
767,767,2006,LOUISIANA,LA,US HOUSE,"JINDAL, Bobby",REPUBLICAN,130508,148128,75023.0,130508.0,JINDAL,BOBBY,,,J000287
768,768,2006,MASSACHUSETTS,MA,US HOUSE,"FRANK, Barney",DEMOCRAT,176513,226914,176513.0,78439.0,FRANK,BARNEY,,,F000339
769,769,2006,MARYLAND,MD,US HOUSE,"GILCHREST, Wayne Thomas",REPUBLICAN,185177,269147,168872.0,185177.0,GILCHREST,WAYNE,,,G000180
770,770,2006,MAINE,ME,US HOUSE,"MICHAUD, Michael H.",DEMOCRAT,179772,254928,179772.0,88009.0,MICHAUD,MICHAEL,,,M001149
771,771,2006,MICHIGAN,MI,US HOUSE,"HOEKSTRA, Peter",REPUBLICAN,183006,275394,181946.0,183006.0,HOEKSTRA,PETER,,,H000676
772,772,2006,MINNESOTA,MN,US HOUSE,"RAMSTAD, James (Jim)",REPUBLICAN,184333,284244,180670.0,184333.0,RAMSTAD,JAMES,,JIM,R000033
773,773,2006,MISSOURI,MO,US HOUSE,"AKIN, W. Todd",REPUBLICAN,176452,287617,159303.0,176452.0,AKIN,W.,,,A000358
774,774,2006,MISSISSIPPI,MS,US HOUSE,"PICKERING, Charles W. (Chip), Jr.",REPUBLICAN,125421,161480,110996.0,125421.0,PICKERING,CHARLES,JR,"CHIP,",P000323
775,775,2006,MONTANA,MT,US HOUSE,"REHBERG, Denny",REPUBLICAN,239124,406125,158916.0,239124.0,REHBERG,DENNY,,,R000571
776,776,2006,NORTH CAROLINA,NC,US HOUSE,"PRICE, David Eugene",DEMOCRAT,127340,195939,127340.0,108433.0,PRICE,DAVID,,,P000523
777,777,2006,NORTH DAKOTA,ND,US HOUSE,"POMEROY, Earl Ralph, III",DEMOCRAT,142934,217621,142934.0,74687.0,POMEROY,EARL,III,,P000422
778,778,2006,NEBRASKA,NE,US HOUSE,"FORTENBERRY, Jeff",REPUBLICAN,121015,207375,93046.0,121015.0,FORTENBERRY,JEFF,,,F000449
779,779,2006,NEW HAMPSHIRE,NH,US HOUSE,"HODES, Paul",DEMOCRAT,108743,206292,108743.0,95527.0,HODES,PAUL,,,H001043
780,780,2006,NEW JERSEY,NJ,US HOUSE,"ANDREWS, Robert Ernest",DEMOCRAT,140110,140110,140110.0,126085.0,ANDREWS,ROBERT,,,A000210
781,781,2006,NEW MEXICO,NM,US HOUSE,"UDALL, Thomas (Tom)",DEMOCRAT,144880,194099,144880.0,105986.0,UDALL,THOMAS,,TOM,U000039
782,782,2006,NEVADA,NV,US HOUSE,"HELLER, Dean",REPUBLICAN,117168,232724,104593.0,117168.0,HELLER,DEAN,,,H001041
783,783,2006,NEW YORK,NY,US HOUSE,"McNULTY, Michael Robert",DEMOCRAT,139997,231910,139997.0,94157.0,MCNULTY,MICHAEL,,,M000590
784,784,2006,OHIO,OH,US HOUSE,"RYAN, Timothy J.",DEMOCRAT,170369,212294,170369.0,145943.0,RYAN,TIMOTHY,,,R000577
785,785,2006,OKLAHOMA,OK,US HOUSE,"LUCAS, Frank D.",REPUBLICAN,128042,189791,122347.0,128042.0,LUCAS,FRANK,,,L000491
786,786,2006,OREGON,OR,US HOUSE,"BLUMENAUER, Earl",DEMOCRAT,186380,253610,186380.0,181529.0,BLUMENAUER,EARL,,,B000574
787,787,2006,PENNSYLVANIA,PA,US HOUSE,"FATTAH, Chaka",DEMOCRAT,165867,187283,165867.0,144632.0,FATTAH,CHAKA,,,F000043
788,788,2006,RHODE ISLAND,RI,US HOUSE,"LANGEVIN, James",DEMOCRAT,140315,193044,140315.0,41836.0,LANGEVIN,JAMES,,,L000559
789,789,2006,SOUTH CAROLINA,SC,US HOUSE,"WILSON, Addison Graves (Joe)",REPUBLICAN,127811,204052,100213.0,127811.0,WILSON,ADDISON,,,W000795
790,790,2006,SOUTH DAKOTA,SD,US HOUSE,"HERSETH SANDLIN, Stephanie",DEMOCRAT,230468,333562,230468.0,97864.0,HERSETH SANDLIN,STEPHANIE,,,H001037
791,791,2006,TENNESSEE,TN,US HOUSE,"DUNCAN, John J., Jr.",REPUBLICAN,157095,202120,129610.0,157095.0,DUNCAN,JOHN,JR,,D000533
792,792,2006,TEXAS,TX,US HOUSE,"SMITH, Lamar Seeligson",REPUBLICAN,122486,203782,109911.0,122486.0,SMITH,LAMAR,,,S000583
793,793,2006,UTAH,UT,US HOUSE,"MATHESON, James David (Jim)",DEMOCRAT,133231,225818,133231.0,112546.0,MATHESON,JAMES,,JIM,M001142
794,794,2006,VIRGINIA,VA,US HOUSE,"CANTOR, Eric",REPUBLICAN,163706,256397,144700.0,163706.0,CANTOR,ERIC,,,C001046
795,795,2006,VERMONT,VT,US HOUSE,"WELCH, Peter",DEMOCRAT,139815,262726,139815.0,117023.0,WELCH,PETER,,,W000800
796,796,2006,WASHINGTON,WA,US HOUSE,"McDERMOTT, James A.",DEMOCRAT,195462,246133,195462.0,134967.0,MCDERMOTT,JAMES,,,M000404
797,797,2006,WISCONSIN,WI,US HOUSE,"PETRI, Thomas Evert",REPUBLICAN,201367,203557,191414.0,201367.0,PETRI,THOMAS,,,P000265
798,798,2006,WEST VIRGINIA,WV,US HOUSE,"MOLLOHAN, Alan Bowlby",DEMOCRAT,100939,157000,100939.0,94110.0,MOLLOHAN,ALAN,,,M000844
799,799,2006,WYOMING,WY,US HOUSE,"CUBIN, Barbara L.",REPUBLICAN,93336,196215,92324.0,93336.0,CUBIN,BARBARA,,,C000962
800,800,2008,ALASKA,AK,US HOUSE,"YOUNG, Donald Edwin",REPUBLICAN,158939,316978,142560.0,158939.0,YOUNG,DONALD,,,Y000033
801,801,2008,ALABAMA,AL,US HOUSE,"BACHUS, Spencer T., III",REPUBLICAN,280902,287237,228518.0,280902.0,BACHUS,SPENCER,III,,B000013
802,802,2008,ARKANSAS,AR,US HOUSE,"BOOZMAN, John",REPUBLICAN,215196,274046,212303.0,215196.0,BOOZMAN,JOHN,,,B001236
803,803,2008,ARIZONA,AZ,US HOUSE,"FLAKE, Jeff",REPUBLICAN,208582,334176,179629.0,208582.0,FLAKE,JEFF,,,F000444
804,804,2008,CALIFORNIA,CA,US HOUSE,"WAXMAN, Henry Arnold",DEMOCRAT,242792,242792,242792.0,224549.0,WAXMAN,HENRY,,,W000215
805,805,2008,COLORADO,CO,US HOUSE,"COFFMAN, Mike",REPUBLICAN,250877,413516,215571.0,250877.0,COFFMAN,MIKE,,,C001077
806,806,2008,CONNECTICUT,CT,US HOUSE,"DeLAURO, Rosa L.",DEMOCRAT,204761,297368,204761.0,146854.0,DELAURO,ROSA,,,D000216
807,807,2008,DELAWARE,DE,US HOUSE,"CASTLE, Michael Newbold",REPUBLICAN,235437,385457,146434.0,235437.0,CASTLE,MICHAEL,,,C000243
808,808,2008,FLORIDA,FL,US HOUSE,"BROWN-WAITE, Virginia (Ginny)",REPUBLICAN,265186,433632,216804.0,265186.0,BROWN-WAITE,VIRGINIA,,GINNY,B001247
809,809,2008,GEORGIA,GA,US HOUSE,"PRICE, Tom",REPUBLICAN,231520,338071,231368.0,231520.0,PRICE,TOM,,,P000591
810,810,2008,HAWAII,HI,US HOUSE,"HIRONO, Mazie",DEMOCRAT,165748,237630,165748.0,44425.0,HIRONO,MAZIE,,,H001042
811,811,2008,IOWA,IA,US HOUSE,"BRALEY, Bruce",DEMOCRAT,186991,289430,186991.0,185458.0,BRALEY,BRUCE,,,B001259
812,812,2008,IDAHO,ID,US HOUSE,"SIMPSON, Michael K.",REPUBLICAN,205777,290267,175898.0,205777.0,SIMPSON,MICHAEL,,,S001148
813,813,2008,ILLINOIS,IL,US HOUSE,"JACKSON, Jesse L., Jr.",DEMOCRAT,251052,280776,251052.0,203434.0,JACKSON,JESSE,JR,,J000283
814,814,2008,INDIANA,IN,US HOUSE,"BURTON, Danny Lee",REPUBLICAN,234705,358062,199954.0,234705.0,BURTON,DANNY,,,B001149
815,815,2008,KANSAS,KS,US HOUSE,"MORAN, Jerry",REPUBLICAN,214549,262027,202541.0,214549.0,MORAN,JERRY,,,M000934
816,816,2008,KENTUCKY,KY,US HOUSE,"YARMUTH, John",DEMOCRAT,203843,343370,203843.0,190210.0,YARMUTH,JOHN,,,Y000062
817,817,2008,LOUISIANA,LA,US HOUSE,"SCALISE, Steve",REPUBLICAN,189168,288007,125886.0,189168.0,SCALISE,STEVE,,,S001176
818,818,2008,MASSACHUSETTS,MA,US HOUSE,"DELAHUNT, Bill",DEMOCRAT,272899,363751,272899.0,94845.0,DELAHUNT,BILL,,,D000210
