index,cand_number,state,office,district,candidatevotes,election_month,election_type,icpsr_party_code,candidate,election_year
11068,               4,Alabama,US Rep.,                5,                 28040,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BRANCH, WILLIAM MCKINLEY",1968.0
11069,               5,Alabama,US Rep.,                5,                   497,11: November,General,INDEPENDENT,"DELONEY, RICHARD",1968.0
11070,               6,Alabama,US Rep.,                5,                  9429,11: November,General,INDEPENDENT,"SIMPSON, MIKE",1968.0
11071,               1,Alabama,US Rep.,                6,                 34608,11: November,General,DEMOCRAT,"BOWERS, QUINTON",1968.0
11072,               2,Alabama,US Rep.,                6,                 69445,11: November,General,MODERN REPUBLICAN,"BUCHANAN, JOHN",1968.0
11073,               3,Alabama,US Rep.,                6,                 12976,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"WRENN, THOMAS",1968.0
11074,               1,Alabama,US Rep.,                7,                  1132,11: November,General,AMERICAN INDEPENDENT,"STONE, A",1968.0
11075,               2,Alabama,US Rep.,                7,                106132,11: November,General,DEMOCRAT,"BEVILL, TOM",1968.0
11076,               3,Alabama,US Rep.,                7,                 29923,11: November,General,MODERN REPUBLICAN,"CONNELL, JODIE",1968.0
11077,               4,Alabama,US Rep.,                7,                  2258,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BAINS, JAMES",1968.0
11078,               1,Alabama,US Rep.,                8,                  2880,11: November,General,AMERICAN INDEPENDENT,"PELLA, RICHARD",1968.0
11079,               2,Alabama,US Rep.,                8,                 85528,11: November,General,DEMOCRAT,"JONES, BOB",1968.0
11080,               3,Alabama,US Rep.,                8,                 16900,11: November,General,CONSERVATIVE,"HEARN, KEN",1968.0
11081,               4,Alabama,US Rep.,                8,                  7140,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BURGESS, CHARLIE",1968.0
11082,               1,Alabama,"US Senator, 3",                0,                638774,11: November,General,DEMOCRAT,"ALLEN, JIM",1968.0
11083,               2,Alabama,"US Senator, 3",                0,                201227,11: November,General,MODERN REPUBLICAN,"HOOPER, PERRY",1968.0
11084,               3,Alabama,"US Senator, 3",                0,                 72699,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"SCHWENN, ROBERT",1968.0
11085,               1,Alabama,Governor,                0,                  9705,11: November,General,AMERICAN,"COUCH, JEROME B",1970.0
11086,               2,Alabama,Governor,                0,                637046,11: November,General,DEMOCRAT,"WALLACE, GEORGE C",1970.0
11087,               3,Alabama,Governor,                0,                125491,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"CASHIN, JOHN LOGAN",1970.0
11088,               4,Alabama,Governor,                0,                  3497,11: November,General,WHIG,"WATTS, JOHN",1970.0
11089,               5,Alabama,Governor,                0,                 75679,11: November,General,INDEPENDENT,"SHELTON, A C",1970.0
11090,               6,Alabama,Governor,                0,                  3543,11: November,General,INDEPENDENT,"WALKER, MENTER G JR",1970.0
11091,               1,Alabama,US Rep.,                1,                 27457,11: November,General,DEMOCRAT,"TYSON, JOHN",1970.0
11092,               2,Alabama,US Rep.,                1,                 63457,11: November,General,MODERN REPUBLICAN,"EDWARDS, JACK",1970.0
11093,               3,Alabama,US Rep.,                1,                 13798,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BEASLEY, NOBLE",1970.0
11094,               1,Alabama,US Rep.,                2,                 25966,11: November,General,DEMOCRAT,"WINFIELD, JACK",1970.0
11095,               2,Alabama,US Rep.,                2,                 62316,11: November,General,MODERN REPUBLICAN,"DICKINSON, WILLIAM L",1970.0
11096,               3,Alabama,US Rep.,                2,                 13281,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"SMITH, PERCY JR",1970.0
11097,               1,Alabama,US Rep.,                3,                 70015,11: November,General,DEMOCRAT,"ANDREWS, GEORGE",1970.0
11098,               2,Alabama,US Rep.,                3,                  8537,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"LEE, DETROIT",1970.0
11099,               1,Alabama,US Rep.,                4,                 77701,11: November,General,DEMOCRAT,"NICHOLS, BILL",1970.0
11100,               2,Alabama,US Rep.,                4,                 13217,11: November,General,MODERN REPUBLICAN,"ANDREWS, GLENN",1970.0
11101,               3,Alabama,US Rep.,                4,                  1903,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"HARREL, WILPHA",1970.0
11102,               1,Alabama,US Rep.,                5,                 78368,11: November,General,DEMOCRAT,"FLOWERS, WALTER",1970.0
11103,               2,Alabama,US Rep.,                5,                 24863,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"ROGERS, T Y",1970.0
11104,               1,Alabama,US Rep.,                6,                 31378,11: November,General,DEMOCRAT,"SCHMARKEY, JOHN C",1970.0
11105,               2,Alabama,US Rep.,                6,                  1900,11: November,General,CONSERVATIVE,"MOORE, DAN",1970.0
11106,               3,Alabama,US Rep.,                6,                 50060,11: November,General,MODERN REPUBLICAN,"BUCHANAN, JOHN",1970.0
11107,               1,Alabama,US Rep.,                7,                 87797,11: November,General,DEMOCRAT,"BEVILL, TOM",1970.0
11108,               1,Alabama,US Rep.,                8,                  7599,11: November,General,CONSERVATIVE,"HEARN, KEN",1970.0
11109,               2,Alabama,US Rep.,                8,                 76413,11: November,General,DEMOCRAT,"JONES, BOB",1970.0
11110,               3,Alabama,US Rep.,                8,                  4846,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"STANLEY, THORNTON",1970.0
11111,               4,Alabama,US Rep.,                8,                  1200,11: November,General,INDEPENDENT,"HARRIS, THOMAS LEE",1970.0
11112,               1,Alabama,State Offices,                8,                  9374,11: November,General,AMERICAN,"STEPHENSON, D N",1970.0
11113,               2,Alabama,State Offices,                8,                589618,11: November,General,DEMOCRAT,"BEASLEY, JERE",1970.0
11114,               3,Alabama,State Offices,                8,                126506,11: November,General,MODERN REPUBLICAN,"FRENCH, BOB",1970.0
11115,               4,Alabama,State Offices,                8,                 92176,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"HAYES, ISAIAH III",1970.0
11116,               5,Alabama,State Offices,                8,                  7678,11: November,General,INDEPENDENT,"CROMMELIN, JOHN G",1970.0
11117,               1,Alabama,President,                0,                 11355,11: November,General,ALABAMA CONSERVATIVE,"SCHMITZ, JOHN G",1972.0
11118,               2,Alabama,President,                0,                  7872,11: November,General,ALABAMA PROHIBITION,"MUNN, EARLE HAROLD (SR)",1972.0
11119,               3,Alabama,President,                0,                219108,11: November,General,DEMOCRAT,"MCGOVERN, GEORGE S",1972.0
11120,               4,Alabama,President,                0,                727034,11: November,General,MODERN REPUBLICAN,"NIXON, RICHARD M",1972.0
11121,               5,Alabama,President,                0,                 36560,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"MCGOVERN, GEORGE S",1972.0
11122,               1,Alabama,US Rep.,                1,                 24357,11: November,General,DEMOCRAT,"MCCRORY, O W (BILL)",1972.0
11123,               2,Alabama,US Rep.,                1,                104606,11: November,General,MODERN REPUBLICAN,"EDWARDS, JACK",1972.0
11124,               3,Alabama,US Rep.,                1,                  7747,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"MCABOY, THOMAS (JR)",1972.0
11125,               1,Alabama,US Rep.,                2,                   386,11: November,General,ALABAMA CONSERVATIVE,"GARTH, LLEWELLYN B",1972.0
11126,               2,Alabama,US Rep.,                2,                 60769,11: November,General,DEMOCRAT,"REEVES, BEN C",1972.0
11127,               3,Alabama,US Rep.,                2,                 80362,11: November,General,MODERN REPUBLICAN,"DICKINSON, WILLIAM L (BILL)",1972.0
11128,               4,Alabama,US Rep.,                2,                  4991,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BOONE, RICHARD",1972.0
11129,               1,Alabama,US Rep.,                3,                  1693,11: November,General,PROHIBITION,"CONNELL, JAMES R",1972.0
11130,               2,Alabama,US Rep.,                3,                100045,11: November,General,DEMOCRAT,"NICHOLS, BILL",1972.0
11131,               3,Alabama,US Rep.,                3,                 27253,11: November,General,MODERN REPUBLICAN,"KERR, ROBERT M (BOB)",1972.0
11132,               4,Alabama,US Rep.,                3,                  3392,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"FORD, JOHN",1972.0
11133,               1,Alabama,US Rep.,                4,                   711,11: November,General,PROHIBITION,"WILLIAMS, DAISY",1972.0
11134,               2,Alabama,US Rep.,                4,                108039,11: November,General,DEMOCRAT,"BELILL, TOM",1972.0
11135,               3,Alabama,US Rep.,                4,                 46551,11: November,General,MODERN REPUBLICAN,"NELSON, ED",1972.0
11136,               1,Alabama,US Rep.,                5,                101303,11: November,General,DEMOCRAT,"JONES, BOB",1972.0
11137,               2,Alabama,US Rep.,                5,                 33352,11: November,General,MODERN REPUBLICAN,"SCHRADER, DIGTER J",1972.0
11138,               3,Alabama,US Rep.,                5,                  1898,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"IRWIN, SHIRLEY",1972.0
11139,               1,Alabama,US Rep.,                6,                  1412,11: November,General,ALABAMA CONSERVATIVE,"SCOTT, DAN",1972.0
11140,               2,Alabama,US Rep.,                6,                  1838,11: November,General,PROHIBITION,"BOWLING, EDNA L",1972.0
11141,               3,Alabama,US Rep.,                6,                 54497,11: November,General,DEMOCRAT,"ERDREICH, BEN",1972.0
11142,               4,Alabama,US Rep.,                6,                 91499,11: November,General,MODERN REPUBLICAN,"BUCHANAN, JOHN H (JR)",1972.0
11143,               5,Alabama,US Rep.,                6,                  3887,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"THOMAS, AL",1972.0
11144,               1,Alabama,US Rep.,                7,                  1278,11: November,General,ALABAMA CONSERVATIVE,"RADUE, HAL (DR)",1972.0
11145,               2,Alabama,US Rep.,                7,                 95060,11: November,General,DEMOCRAT,"FLOWERS, WALTER",1972.0
11146,               3,Alabama,US Rep.,                7,                 15703,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BLACK, LEWIS",1972.0
11147,               1,Alabama,"US Senator, 2",                0,                  6838,11: November,General,ALABAMA CONSERVATIVE,"STONE, HERBERT W",1972.0
11148,               2,Alabama,"US Senator, 2",                0,                 10826,11: November,General,PROHIBITION,"COUCH, JEROME B",1972.0
11149,               3,Alabama,"US Senator, 2",                0,                654491,11: November,General,DEMOCRAT,"SPARKMAN, JOHN",1972.0
11150,               4,Alabama,"US Senator, 2",                0,                347523,11: November,General,MODERN REPUBLICAN,"BLOUNT, WINTON M (RED)",1972.0
11151,               5,Alabama,"US Senator, 2",                0,                 31421,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"LEFLORE, JOHN L",1972.0
11152,               1,Alabama,State Offices,                6,                  8852,11: November,General,ALABAMA CONSERVATIVE,"LEDBETTER, LIONEL M",1972.0
11153,               2,Alabama,State Offices,                6,                 10761,11: November,General,PROHIBITION,"LEE, BERTHA WALLIS",1972.0
11154,               3,Alabama,State Offices,                6,                532102,11: November,General,DEMOCRAT,"HAMMOND, KENNETH",1972.0
11155,               4,Alabama,State Offices,                6,                339664,11: November,General,MODERN REPUBLICAN,"CONNELL, JODIE",1972.0
11156,               5,Alabama,State Offices,                6,                 34542,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"GALT, RALPH M",1972.0
11157,               1,Alabama,Governor,                0,                 12350,11: November,General,ALABAMA PROHIBITION,"PARTAIN, JIM",1974.0
11158,               2,Alabama,Governor,                0,                 88381,11: November,General,ALABAMA REPUBLICAN,"MCCARY, ELVIN",1974.0
11159,               3,Alabama,Governor,                0,                497574,11: November,General,DEMOCRAT,"WALLACE, GEORGE C",1974.0
11160,               1,Alabama,US Rep.,                1,                 37718,11: November,General,DEMOCRAT,"WILSON, AUGUSTA E",1974.0
11161,               2,Alabama,US Rep.,                1,                 60710,11: November,General,MODERN REPUBLICAN,"EDWARDS, JACK",1974.0
11162,               3,Alabama,US Rep.,                1,                  3638,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"MCCARTHY, MARY B",1974.0
11163,               1,Alabama,US Rep.,                2,                 27729,11: November,General,DEMOCRAT,"CHISLER, CLAIR",1974.0
11164,               2,Alabama,US Rep.,                2,                 54089,11: November,General,MODERN REPUBLICAN,"DICKINSON, WM L (BILL)",1974.0
11165,               1,Alabama,US Rep.,                3,                 63582,11: November,General,DEMOCRAT,"NICHOLS, BILL",1974.0
11166,               2,Alabama,US Rep.,                3,                  2729,11: November,General,ALABAMA INDEPENDENT DEMOCRAT,"CONNELL, JAMES R",1974.0
11167,               3,Alabama,US Rep.,                3,                     1,11: November,General,UNIDENTIFIED,"KERR, BOB",1974.0
11168,               1,Alabama,US Rep.,                4,                 77925,11: November,General,DEMOCRAT,"BEVILL, TOM",1974.0
11169,               2,Alabama,US Rep.,                4,                   191,11: November,General,                                                9002,"CARPENTER, MALCOLM",1974.0
11170,               3,Alabama,US Rep.,                4,                     2,11: November,General,                                                9003,"FRENCH, ROBERT B",1974.0
11171,               1,Alabama,US Rep.,                5,                 56375,11: November,General,DEMOCRAT,"JONES, BOB",1974.0
11172,               2,Alabama,US Rep.,                5,                     1,11: November,General,                                                9004,"MCGRAW, JOEL",1974.0
11173,               3,Alabama,US Rep.,                5,                     1,11: November,General,                                                9005,"PARK, WILLIAM J",1974.0
11174,               4,Alabama,US Rep.,                5,                     1,11: November,General,                                                9006,"BLACKWELL, ALVIN",1974.0
11175,               5,Alabama,US Rep.,                5,                     1,11: November,General,                                                9007,"PARNELL, T A",1974.0
11176,               6,Alabama,US Rep.,                5,                     1,11: November,General,                                                9008,"VANARSDALE, A B",1974.0
11177,               7,Alabama,US Rep.,                5,                     1,11: November,General,                                                9009,"HARRIS, BOB",1974.0
11178,               1,Alabama,US Rep.,                6,                 39444,11: November,General,DEMOCRAT,"MIGLIONICO, NINA",1974.0
11179,               2,Alabama,US Rep.,                6,                 54505,11: November,General,MODERN REPUBLICAN,"BUCHANAN, JOHN H (JR)",1974.0
11180,               3,Alabama,US Rep.,                6,                  1595,11: November,General,ALABAMA INDEPENDENT DEMOCRAT,"DILLARD, ELIZABETH S (MRS)",1974.0
11181,               4,Alabama,US Rep.,                6,                   693,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BOONE, RICHARD",1974.0
11182,               1,Alabama,US Rep.,                7,                 73203,11: November,General,DEMOCRAT,"FLOWERS, WALTER",1974.0
11183,               2,Alabama,US Rep.,                7,                  5175,11: November,General,ALABAMA CONSERVATIVE,"WALLS, FRANK P",1974.0
11184,               3,Alabama,US Rep.,                7,                  2085,11: November,General,NATIONAL DEMOCRATIC PARTY OF ALABAMA,"BLACK, LEWIS",1974.0
11185,               4,Alabama,US Rep.,                7,                     3,11: November,General,                                                9010,"MURPHY, ALBERTA A",1974.0
11186,               5,Alabama,US Rep.,                7,                     1,11: November,General,                                                9011,"BELL, JESSIE",1974.0
11187,               6,Alabama,US Rep.,                7,                     1,11: November,General,                                                9012,"DOE, JOE",1974.0
11188,               7,Alabama,US Rep.,                7,                     .,11: November,General,                                                   .,,1974.0
11189,               1,Alabama,"US Senator, 3",                0,                 21749,11: November,General,ALABAMA PROHIBITION,"ABERCROMBIE, ALVIN",1974.0
11190,               2,Alabama,"US Senator, 3",                0,                501541,11: November,General,DEMOCRAT,"ALLEN, JIM",1974.0
11191,               1,Alabama,State Offices,                8,                  9857,11: November,General,ALABAMA PROHIBITION,"BOWLING, EDNA L",1974.0
11192,               2,Alabama,State Offices,                8,                153814,11: November,General,ALABAMA REPUBLICAN,"COLLINS, DON",1974.0
11193,               3,Alabama,State Offices,                8,                433495,11: November,General,DEMOCRAT,"BEASLEY, JERE",1974.0
11194,               4,Alabama,State Offices,                8,                  4387,11: November,General,WHIG,"WATTS, JOHN",1974.0
11195,               1,Arkansas,Governor,                0,                266778,11: November,General,DEMOCRAT,"MCMATH, SID",1950.0
11196,               2,Arkansas,Governor,                0,                 50303,11: November,General,MODERN REPUBLICAN,"SPECK, JEFFERSON W",1950.0
11197,               1,Arkansas,US Rep.,                1,                 47238,11: November,General,DEMOCRAT,"GATHINGS, EZEKIEL C",1950.0
11198,               1,Arkansas,US Rep.,                2,                 31048,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1950.0
11199,               1,Arkansas,US Rep.,                3,                 34434,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1950.0
11200,               1,Arkansas,US Rep.,                4,                 43156,11: November,General,DEMOCRAT,"TACKETT, BOYD",1950.0
11201,               1,Arkansas,US Rep.,                5,                 54338,11: November,General,DEMOCRAT,"HAYS, BROOKS",1950.0
11202,               1,Arkansas,US Rep.,                6,                 46467,11: November,General,DEMOCRAT,"NORRELL, WILLIAM F",1950.0
11203,               1,Arkansas,US Rep.,                7,                 39121,11: November,General,DEMOCRAT,"HARRIS, OREN",1950.0
11204,               1,Arkansas,"US Senator, 3",                0,                302582,             .,General,DEMOCRAT,"FULBRIGHT, J WILLIAM",1950.0
11205,               1,Arkansas,President,                0,                226300,11: November,General,DEMOCRAT,"STEVENSON, ADLAI E",1952.0
11206,               2,Arkansas,President,                0,                177155,11: November,General,MODERN REPUBLICAN,"EISENHOWER, DWIGHT D",1952.0
11207,               3,Arkansas,President,                0,                   458,11: November,General,CHRISTIAN NATIONALIST,"MACARTHUR, DOUGLAS",1952.0
11208,               4,Arkansas,President,                0,                   886,11: November,General,PROHIBITION,"HAMBLEN, STUART",1952.0
11209,               5,Arkansas,President,                0,                     1,11: November,General,SOCIALIST LABOR,"HASS, ERIC",1952.0
11210,               1,Arkansas,Governor,                0,                342292,11: November,General,DEMOCRAT,"CHERRY, FRANCIS",1952.0
11211,               2,Arkansas,Governor,                0,                 49292,11: November,General,MODERN REPUBLICAN,"SPECK, JEFFERSON W",1952.0
11212,               3,Arkansas,Governor,                0,                     8,11: November,General,UNIDENTIFIED,"MCMATH,",1952.0
11213,               1,Arkansas,US Rep.,                1,                 42494,11: November,General,DEMOCRAT,"GATHINGS, EZEKIEL C",1952.0
11214,               1,Arkansas,US Rep.,                2,                 36252,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1952.0
11215,               1,Arkansas,US Rep.,                3,                 49284,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1952.0
11216,               2,Arkansas,US Rep.,                3,                 38784,11: November,General,MODERN REPUBLICAN,"JOYCE, JACK",1952.0
11217,               1,Arkansas,US Rep.,                4,                 65374,11: November,General,DEMOCRAT,"HARRIS, OREN",1952.0
11218,               1,Arkansas,US Rep.,                5,                 53056,11: November,General,DEMOCRAT,"HAYS, BROOKS",1952.0
11219,               2,Arkansas,US Rep.,                5,                 13105,11: November,General,MODERN REPUBLICAN,"ROSS, ALONZO A",1952.0
11220,               3,Arkansas,US Rep.,                5,                  1196,11: November,General,INDEPENDENT,"SHULTZ, ED",1952.0
11221,               1,Arkansas,US Rep.,                6,                 62378,11: November,General,DEMOCRAT,"NORRELL, WILLIAM F",1952.0
11222,               1,Arkansas,US Rep.,                1,                 38951,11: November,General,DEMOCRAT,"GATHINGS, EZEKIEL C",1954.0
11223,               2,Arkansas,US Rep.,                1,                     2,11: November,General,UNIDENTIFIED,"IVEY, BRUCE",1954.0
11224,               1,Arkansas,US Rep.,                2,                 33038,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1954.0
11225,               1,Arkansas,US Rep.,                3,                 60035,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1954.0
11226,               2,Arkansas,US Rep.,                3,                     4,11: November,General,MODERN REPUBLICAN,"JOYCE, JOHN H",1954.0
11227,               1,Arkansas,US Rep.,                4,                 51579,11: November,General,DEMOCRAT,"HARRIS, OREN",1954.0
11228,               2,Arkansas,US Rep.,                4,                     2,11: November,General,                                                9002,"LOOKADOO, G W",1954.0
11229,               1,Arkansas,US Rep.,                5,                 51828,11: November,General,DEMOCRAT,"HAYS, BROOKS",1954.0
11230,               2,Arkansas,US Rep.,                5,                     1,11: November,General,                                                9003,"GREGORY,",1954.0
11231,               3,Arkansas,US Rep.,                5,                     1,11: November,General,                                                9004,"CATHEY,",1954.0
11232,               1,Arkansas,US Rep.,                6,                 44833,11: November,General,DEMOCRAT,"NORRELL, WILLIAM F",1954.0
11233,               1,Arkansas,Governor,                0,                127004,             .,General,MODERN REPUBLICAN,"REMMEL, PRATT C",1954.0
11234,               2,Arkansas,Governor,                0,                208121,             .,General,DEMOCRAT,"FAUBUS, ORVAL E",1954.0
11235,               3,Arkansas,Governor,                0,                    51,             .,General,                                                   .,,1954.0
11236,               1,Arkansas,"US Senator, 2",                0,                291058,             .,General,DEMOCRAT,"MCCLELLAN, JOHN L",1954.0
11237,               1,Arkansas,President,                0,                213277,11: November,General,DEMOCRAT,"STEVENSON, ADLAI E",1956.0
11238,               2,Arkansas,President,                0,                186287,11: November,General,MODERN REPUBLICAN,"EISENHOWER, DWIGHT D",1956.0
11239,               3,Arkansas,President,                0,                  7008,11: November,General,CONSTITUTIONAL,"ANDREWS, T COLEMAN",1956.0
11240,               1,Arkansas,US Rep.,                1,                 25622,11: November,General,DEMOCRAT,"GATHINGS, EZEKIEL C",1956.0
11241,               1,Arkansas,US Rep.,                2,                 19540,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1956.0
11242,               1,Arkansas,US Rep.,                3,                 54481,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1956.0
11243,               2,Arkansas,US Rep.,                3,                 34318,11: November,General,MODERN REPUBLICAN,"SPICER, WILLIAM S",1956.0
11244,               1,Arkansas,US Rep.,                4,                 37284,11: November,General,DEMOCRAT,"HARRIS, OREN",1956.0
11245,               1,Arkansas,US Rep.,                5,                 56271,11: November,General,DEMOCRAT,"HAYS, BROOKS",1956.0
11246,               1,Arkansas,US Rep.,                6,                 42447,11: November,General,DEMOCRAT,"NORRELL, WILLIAM F",1956.0
11247,               1,Arkansas,Governor,                0,                 77215,             .,General,MODERN REPUBLICAN,"MITCHELL, ROY",1956.0
11248,               2,Arkansas,Governor,                0,                321797,             .,General,DEMOCRAT,"FAUBUS, ORVAL E",1956.0
11249,               1,Arkansas,"US Senator, 3",                0,                 68016,             .,General,MODERN REPUBLICAN,"HENLEY, BEN C",1956.0
11250,               2,Arkansas,"US Senator, 3",                0,                331679,             .,General,DEMOCRAT,"FULBRIGHT, J WILLIAM",1956.0
11251,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"GATHINGS, EZEKIEL C",1958.0
11252,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1958.0
11253,               1,Arkansas,US Rep.,                3,                     .,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1958.0
11254,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"HARRIS, OREN",1958.0
11255,               1,Arkansas,US Rep.,                5,                 29483,11: November,General,DEMOCRAT,"HAYS, BROOKS",1958.0
11256,               2,Arkansas,US Rep.,                5,                 30739,11: November,General,INDEPENDENT DEMOCRAT,"ALFORD, DALE",1958.0
11257,               1,Arkansas,US Rep.,                6,                     .,11: November,General,DEMOCRAT,"NORRELL, WILLIAM F",1958.0
11258,               1,Arkansas,Governor,                0,                 50288,             .,General,MODERN REPUBLICAN,"JOHNSON, GEORGE W",1958.0
11259,               2,Arkansas,Governor,                0,                236598,             .,General,DEMOCRAT,"FAUBUS, ORVAL E",1958.0
11260,               1,Arkansas,President,                0,                165496,11: November,General,MODERN REPUBLICAN,"NIXON, RICHARD M",1960.0
11261,               2,Arkansas,President,                0,                193775,11: November,General,DEMOCRAT,"KENNEDY, JOHN F",1960.0
11262,               3,Arkansas,President,                0,                 23725,11: November,General,STATE RIGHTS,"FAUBUS, ORVAL E",1960.0
11263,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"GATHINGS,E.C.",1960.0
11264,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS,WILBUR D.",1960.0
11265,               1,Arkansas,US Rep.,                3,                     .,11: November,General,DEMOCRAT,"TRIMBLE,JAMES W.",1960.0
11266,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"HARRISS,OREN",1960.0
11267,               1,Arkansas,US Rep.,                5,                 57617,11: November,General,DEMOCRAT,"ALFORD, T DALE",1960.0
11268,               2,Arkansas,US Rep.,                5,                 12054,11: November,General,MODERN REPUBLICAN,"CHURCHILL, L J",1960.0
11269,               1,Arkansas,US Rep.,                6,                     .,11: November,General,DEMOCRAT,"NORRELL,W.F.",1960.0
11270,               1,Arkansas,Governor,                0,                129921,             .,General,MODERN REPUBLICAN,"BRITT, HENRY M",1960.0
11271,               2,Arkansas,Governor,                0,                292064,             .,General,DEMOCRAT,"FAUBUS, ORVAL E",1960.0
11272,               1,Arkansas,Governor,                0,                225743,11: November,General,DEMOCRAT,"FAUBUS, ORVAL E",1962.0
11273,               2,Arkansas,Governor,                0,                 82349,11: November,General,MODERN REPUBLICAN,"RICKETTS, WILLIS",1962.0
11274,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"GATHINGS, E C",1962.0
11275,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1962.0
11276,               1,Arkansas,US Rep.,                3,                 58786,11: November,General,DEMOCRAT,"TRIMBLE, J W",1962.0
11277,               2,Arkansas,US Rep.,                3,                 25987,11: November,General,MODERN REPUBLICAN,"CARNEY, CY JR",1962.0
11278,               1,Arkansas,US Rep.,                4,                 21818,11: November,General,MODERN REPUBLICAN,"LIEBLONG, WARREN",1962.0
11279,               2,Arkansas,US Rep.,                4,                 74972,11: November,General,DEMOCRAT,"HARRIS, OREN",1962.0
11280,               3,Arkansas,US Rep.,                4,                    29,11: November,General,                                                   .,,1962.0
11281,               1,Arkansas,"US Senator, 3",                0,                 98013,             .,General,MODERN REPUBLICAN,"JONES, KENNETH",1962.0
11282,               2,Arkansas,"US Senator, 3",                0,                214867,             .,General,DEMOCRAT,"FULBRIGHT, J WILLIAM",1962.0
11283,               1,Arkansas,President,                0,                314197,11: November,General,DEMOCRAT,"JOHNSON, LYNDON B",1964.0
11284,               2,Arkansas,President,                0,                243264,11: November,General,MODERN REPUBLICAN,"GOLDWATER, BARRY M",1964.0
11285,               3,Arkansas,President,                0,                  2965,11: November,General,NATIONAL STATES RIGHTS,"KASPER, JOHN",1964.0
11286,               1,Arkansas,Governor,                0,                337489,11: November,General,DEMOCRAT,"FAUBUS, ORVAL E",1964.0
11287,               2,Arkansas,Governor,                0,                254561,11: November,General,MODERN REPUBLICAN,"ROCKEFELLER, WINTHROP",1964.0
11288,               3,Arkansas,Governor,                0,                    63,11: November,General,                                                   .,,1964.0
11289,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"GATHINGS, E C",1964.0
11290,               1,Arkansas,US Rep.,                2,                     .,11: November,General,DEMOCRAT,"MILLS, WILBUR D",1964.0
11291,               1,Arkansas,US Rep.,                3,                 71228,11: November,General,DEMOCRAT,"TRIMBLE, JAMES W",1964.0
11292,               2,Arkansas,US Rep.,                3,                 58884,11: November,General,MODERN REPUBLICAN,"HINSHAW, J E",1964.0
11293,               1,Arkansas,US Rep.,                4,                     .,11: November,General,DEMOCRAT,"HARRIS, OREN",1964.0
11294,               1,Arkansas,Governor,                0,                306324,11: November,General,MODERN REPUBLICAN,"ROCKEFELLER, WINTHROP",1966.0
11295,               2,Arkansas,Governor,                0,                257203,11: November,General,DEMOCRAT,"JOHNSON, JAMES",1966.0
11296,               1,Arkansas,US Rep.,                1,                     .,11: November,General,DEMOCRAT,"GATHINGS, E C",1966.0
